
'SRNPBN2PIO37', 'C',
'MY9LYZ11QKAV', '0',
'8ETBK9IQ4P0O', 'D',
'WL06894YEFC9', '0',
'8F0Q6TZD8VFY', '0',
'605VY52MM3SG', '0',
'30D4ER7GEFFL', '0',
'U44XK5LR3WAK', 'D',
'8PN661JNTQ4N', '0',
'B2P61198Q7BF', 'D',
'30FL24NTG2IG', '0',
'BCAH2LUDTUTO', '0',
'GH0TROWGHA2M', '0',
'086E2D5U69Z3', '0',
'RJLSTDU9UJGR', 'D',
'94P14NU3F5XR', 'C',
'0V1FRO1E9640', '0',
'A9YM3AM6HT59', '0',
'3K2YG03ANVSV', '0',
'7ZA09RUFP2DT', '0',
'FY9IOXNW5BT9', 'D',
'DOXTN0SU0EEW', '0',
'9LLS13T73IR3', '0',
'Q0TMEXZW51KK', '0',
'F85PF6NF9RU5', '0',
'X18ZDCGUUH8T', '0',
'6WKXQU02E2QG', 'D',
'JZJNRL3VSK0N', '0',
'NH05759QGBYP', 'D',
'V5DD9XD1RPWH', '0',
'DDMAWOFP3IFH', '0',
'8WIRLW7F9KP1', '0',
'K5BYH4IHQFJP', 'D',
'QXAGYPLP28HD', 'C',
'PIY1ZMWMTY21', '0',
'THO4Z5XHVWQE', '0',
'WKYRP4QV8QHU', 'D',
'TW6RORD93TUB', '0',
'OMTI60CAJFUC', 'D',
'KIDSOGSESU9K', '0',
'9SBJLZI8Q0BX', '0',
'AO8T47O9BI7S', '0',
'BM8XUWVX0XUV', '0',
'H4DSVGEO2ME9', '0',
'UMTL11EGVQ5E', '0',
'ZWMBTBLMC7CO', 'D',
'T28NAEVBQJDS', '0',
'28C0NOFNW8HV', 'D',
'YNN7XKR9JUZH', 'D',
'IMN7DU3IXK1V', 'D',
'RBM0AB5EYP4T', '0',
'G6TTTV5CC5QT', 'D',
'WWTYY6MNVJOR', 'D',
'AO2TIGYPP6UH', 'D',
'HH3IOUWX37WH', '0',
'RG30RQPKYH0I', '0',
'1WWNMSTA3CXJ', '0',
'2XAFXH9IO4Q3', 'D',
'XASQ27LJG3HS', '0',
'RH4INU3NOGX3', 'C',
'DUZUHQG03TD2', '0',
'ZQCWF9TERPAC', '0',
'OQH3STTGTU15', '0',
'HJTJRAKRDNO9', 'D',
'P8ZLD3DOB9AD', 'D',
'G7UKCEMN4XZ9', 'D',
'0D1F9NIVDYP6', '0',
'0BXC8CWXDI8C', 'D',
'LU858XT1LW64', 'D',
'JKXPKCI5UTJT', '0',
'IIZNOKB13GV3', '0',
'PGXGHRODACM3', 'D',
'IQGWKEBMIW5Z', 'D',
'9HYSJAQU3L4P', '0',
'JIN1CVTQDWIC', 'D',
'PYO3K00MVW7T', 'D',
'X8CECQ00OQCO', 'D',
'C96X0P3D9REI', '0',
'V15O1TIK840X', '0',
'MFD6EHCUUPOC', 'D',
'BJDJZX4FN49E', '0',
'MBXUCZ36CMV7', '0',
'D5WKRGBOR7MG', '0',
'G0JJA4DI2LVG', 'D',
'VROZVCW9EJMN', '0',
'9ISB4PMAVXAJ', 'D',
'9ZGB1LFM90XB', '0',
'5ASONHWLGTXP', '0',
'VFQEPJELGD5W', 'D',
'PWEJ6O62LME4', 'D',
'NM0Q883QBETP', 'D',
'CXP9FDW14ZEH', 'B',
'XIAGL8X1QFLO', 'D',
'K4YA6M0Q51QX', '0',
'9482281LWPSP', '0',
'8PMU198HNNQQ', 'D',
'19K663DRRLT3', '0',
'XTV6KDLRMQ2Z', 'D',
'BYVPIHQKXFKP', 'D',
'J6RHYLYSHAH8', 'D',
'MUGSN7GU4CLO', '0',
'MK929PFF9S9X', '0',
'IM1FUH47WEDE', '0',
'EGNYH3HUQIPT', '0',
'M6TV83FXJVPO', '0',
'5N6BA14HXOP7', 'D',
'DX6PAXSGQAI5', 'D',
'D04KLL185G1Z', 'D',
'XWLA7VECR7Z1', 'D',
'M8DXVOA7OAWC', '0',
'4MK0E3S5L8NT', '0',
'GMOEFK3HILKI', 'D',
'HDKP3N0VKH3M', 'D',
'X69VREFJHHEQ', 'D',
'6BWZGFMXPHB5', '0',
'YUYHVDZMFJJB', '0',
'AIX8ZA97VQDX', 'D',
'B1E55VBT4TTY', '0',
'8O1IB35GG20G', '0',
'8529LDKROIB6', '0',
'HYVFFZ0ZSH51', 'D',
'6U686LISAR1Q', '0',
'D6MHHY5QJTBE', 'D',
'IHC91IB63452', '0',
'OGRIAP6CT2VN', 'D',
'KAW2185CWE9F', '0',
'82Y7ISAIW68P', 'D',
'HC2NVAW461DP', 'C',
'JNYRILLURMKY', '0',
'AUKGP2G55XHX', '0',
'EOJOWTDRVY7W', '0',
'GABTUXGJR1O1', 'D',
'7786E3UTXHOP', '0',
'192CIR4CJFH1', '0',
'ZG1O3GZ7GPER', 'D',
'6SGW4JYF79C7', 'D',
'ZW7G66NP918Y', '0',
'8BXBYULJFEDD', '0',
'L38VBZ8W8QQD', 'D',
'3SNVIB95T4BG', '0',
'MZ9IDQULIT2B', 'D',
'W8YVD3YYSBTX', '0',
'EX0UY3ONMV2Z', '0',
'BKDZ5RZYP0XR', '0',
'RFSAZC3DW1OE', 'D',
'A9IPQWZ7CUAZ', 'D',
'NYCYIWGT4OIK', 'D',
'HX9TXAYZR2ZX', 'D',
'Q8FVQLJHJ11R', '0',
'OQ52E6WQHRWQ', '0',
'TI7KVPVGRQVM', 'D',
'ENIH0QZAGTSH', 'D',
'V7YE0Q8SK47R', '0',
'YAT80J386929', 'D',
'TPXADFGLU8VA', 'D',
'AGTQ9G4SQBP7', '0',
'NWRIHQZ5BRXR', '0',
'9XUWDM38VMCM', 'D',
'SK47Y3ZOSO84', 'D',
'WV3XE07XWS2T', '0',
'VU71J0LKAXYS', '0',
'F47Z5AS5EJFJ', 'D',
'ZSRNG3L0SDED', 'D',
'Z5T9ZWM0YC09', '0',
'28RWSPPV79YH', 'D',
'BVM9WH4QQ9RP', '0',
'M94CY03U5IMM', '0',
'5OYCYQXF1YCS', '0',
'A273DA78Z57E', '0',
'D4KX8BAB9HDJ', '0',
'EBK6DMOWWLMX', '0',
'IJ6NOWQSJ8OI', '0',
'EJ0CR03QE2RH', '0',
'M55ABONXYTQX', 'C',
'WZH04QS04A3B', '0',
'GAT46HZ985XM', '0',
'6AFMD3GB8ANL', '0',
'HUCSTC37MRFU', '0',
'SRPTM3TKC4HN', '0',
'Z949M6VFN37L', '0',
'1WTMGW77MRB1', '0',
'3H5PO13XI62U', '0',
'54HRK1SESSHV', 'D',
'BUKKJYZXY9OD', '0',
'2GEQ6TJZ3OXT', 'D',
'LY4SC3V30TT7', '0',
'KJN7TT9KCV3A', '0',
'8LDA6ILWTN71', 'D',
'MB2S4V0PPSG5', '0',
'WUAEUHTN0OIX', '0',
'KGTH5KG7XTRN', '0',
'KU4H2J4KB0NU', '0',
'0PMG6T0H2B1Q', 'D',
'62ZXY2H9NBG0', '0',
'PML5VUEL9VKF', '0',
'6BYQ14DSSOJC', '0',
'BHTAKIW8GIC2', 'D',
'S0KHAN1ET63T', '0',
'Y78RBK9UG641', '0',
'MVTS11R4OUQ3', 'D',
'MQA2WBJN2DVY', 'D',
'SCQJ6ROLB361', 'D',
'HH60YWPD6862', 'D',
'DONFFXC9S791', '0',
'SXY0PCBMTWAH', 'D',
'ZPZBPAD966N6', 'D',
'AM005LZYIJSC', '0',
'LXKBRR2KNM96', '0',
'1VN7ZQA11ZOF', 'D',
'TRNJFGW0HKFX', 'D',
'8YJCCOYRDPRQ', 'D',
'RBKN9BFQ0XLS', 'D',
'D8NDE7RYQE4I', '0',
'OM7DQOI6075C', '0',
'0H4CZFE9IHFI', '0',
'WWP45FWI8LBU', 'D',
'1IS7GIMNWOLG', 'D',
'HQCTIEBYKZS4', 'D',
'HGGW2IIT6IH0', 'D',
'F6JWIM496HVE', '0',
'SDQI021PP83M', '0',
'I72ML0T8Q8UC', '0',
'AX5RS0MNJ2LX', '0',
'FUZ7RM5L9BFI', 'D',
'8WX66LMPIL3I', 'D',
'2V3LXXI9OHMS', 'D',
'40OOJGUI9C8X', 'D',
'U3MZ7N13GHSJ', '0',
'CUVKZ4QBQFU4', 'D',
'BANQ6EWKC44O', '0',
'8CBBIOT9ON2Z', '0',
'JY4TLWK0XHOJ', 'D',
'JFP4WIQWNQK9', '0',
'UT7JLYAGN5I9', 'D',
'SRUN2A69A839', 'D',
'6A7JNM3I6WV9', 'D',
'YJD7191IQNWT', '0',
'EE42JKXIURB3', '0',
'S1IK4ZWRLYDK', 'D',
'FLR0Z6I6WO6S', '0',
'GCCUEY1BWAL6', 'D',
'QT2MUF0ODH1N', '0',
'SWSK92R2BID8', '0',
'8C4O83KE1UF6', '0',
'XMITFSM8CZKW', 'D',
'6LQ6J3Z3J372', '0',
'306IWC07YWZO', '0',
'DUKUMNTYB28O', 'D',
'95PWQ6TA7SUX', 'B',
'ZHDQGMLXY6NY', '0',
'WB6XDNV9UQW2', '0',
'PCD3G45DB1XI', 'D',
'9OM7FFAX0DQL', '0',
'2HQO0U8WR3BV', 'D',
'B96PUHSR2ARK', 'D',
'BP5BM5SNWIJV', 'D',
'OW7ZV33RFUG1', '0',
'DP6EMI87B9K1', 'D',
'YJX8I1V55YC3', 'D',
'Q56YW72W4WXX', 'D',
'8PZQ6VRHSV21', 'D',
'73RJRUZ0A5CC', '0',
'RY2MWVO0N9A3', 'D',
'MJDJ2DR30730', '0',
'HZMMVWDUQD0M', 'D',
'GCK0KEAX6H2I', '0',
'0REKYBXG3GYC', '0',
'WBFNE9QKNLS2', '0',
'TQ041LBLNL0S', '0',
'N5MLT7I0O905', '0',
'Q2S56AQZSJ4M', 'D',
'9SCEC5UAAM0A', 'D',
'5ZC58D1AHKEE', 'D',
'A7BF8ZXLU5UR', '0',
'Z1I8KFUIYYPP', '0',
'PQQS5V0406W6', 'D',
'WMGO7565ZVMX', 'D',
'O932ABZNDKSB', 'D',
'V5G686C8HCJS', '0',
'L9SU3QS1SD94', 'D',
'JCLSL9EIZ8TB', 'D',
'RU4YOKPYHOTY', '0',
'7VRQX68KCNB1', 'D',
'3RJ4RWYT7RC0', '0',
'4C5211HH54UD', '0',
'YHLCUUNE2G4A', 'D',
'AXVYJUL1G3UC', 'D',
'2QOMXTC6DR1Z', '0',
'BNKVH9T9S7PY', '0',
'K31JXSF8SR92', '0',
'9JXPMJI90X6Q', '0',
'EL4YA75WAHHK', '0',
'ALT7DBZV2EBD', 'D',
'HYI2LAT3Z936', 'D',
'8W22WWOVZA8Y', '0',
'DASKZ6IQY7S1', 'D',
'QO9IDQJI5TO6', '0',
'PS957P26IQF8', '0',
'DJHPV5QKD2TL', 'D',
'LEFETBPLM115', '0',
'F6T2EZCRJW6W', '0',
'0D6FHEHVQRAU', 'D',
'KW7C2Q26YJ5L', 'D',
'L99C0ZEQ58QZ', '0',
'RH684FL40PDL', 'D',
'AZNWOZFZC1AK', 'D',
'5DVZZZCUG5TA', '0',
'ORMKRGQCWQEQ', 'D',
'5AA142NYSJJG', 'D',
'3CLSC6MJ4FQQ', '0',
'YBJ1ELROKW77', '0',
'GI8R5V0A3DFR', 'D',
'WV5GFM2VWEQF', '0',
'VCS2WD7L4YM6', 'D',
'5MZD59RG3KO4', 'D',
'EQ6XIKVFSOJU', '0',
'KWTQ3ZXTL1M1', 'D',
'S7VJ0A7KV3YA', 'D',
'U06QP3CMKAAN', 'D',
'IA5J48AUFUII', 'D',
'B3CCI8MAJ3ZV', 'D',
'9SZPWPJFTOXD', '0',
'7WREY0HTST36', '0',
'EZPGYAXQM308', '0',
'6QHALI11RM6M', 'D',
'79LSWDXUHQKO', '0',
'I8EORRTMWUB0', '0',
'UYRLI66DIDQR', '0',
'HO5ORMWRY1OI', '0',
'RXRIHGOES9XZ', '0',
'6BY7PKCBHUI7', '0',
'1W6QF1S9YMRL', 'D',
'JSOL5O6IDAL6', '0',
'F19X74CYCG8M', 'D',
'YQ8XMH7GSH32', 'D',
'E1LQ1NFDV9SK', '0',
'YUL6QYTSZ089', '0',
'NE4WGN4H7TN1', '0',
'U8ZIKFEZ6JH5', 'D',
'LKU5ZEVQZ232', '0',
'1VNPZBX5LZRZ', 'C',
'IDRNOH4D0DOJ', '0',
'3SJ5VRAU3MA9', '0',
'MX80JXWXN59Z', 'D',
'3KJEJQXTE9KO', '0',
'XVVKDPXVF9MB', '0',
'V65X4OXT7226', '0',
'LCUPJ3E9XTNU', 'D',
'CUOY10YT42ST', 'D',
'EH7V01CVX7NU', '0',
'D3NWM6JYDXGZ', '0',
'L5Q92OJY43G7', 'D',
'2XTP27O0NSQD', 'D',
'7VEQMZS7V44P', '0',
'9Z4E9XD0YZMT', '0',
'EWB5Z04Y4FT2', '0',
'2T9WM37B6QH3', '0',
'CDADX98MNP2S', '0',
'F4X5D949OYYE', 'D',
'RJFIWSJH5W7F', '0',
'FPJNVB1O2BGX', '0',
'NV8S3TBBPED1', '0',
'F66BBYTCWHTP', '0',
'ZN7G2R2BY3IQ', '0',
'SMJMYYVI85RO', '0',
'0PS8VPOTY47U', '0',
'4EETAWG1MOST', '0',
'B1L8ANOW5BBL', '0',
'M7O6ENL9AW6R', '0',
'E0T5C4MWEC21', 'D',
'C4EUC242NMPT', '0',
'SRL58IBCX80G', '0',
'WJOO0AXQFJ2W', '0',
'FP9J62SVZX0X', '0',
'DOCGVOG8PFY9', 'D',
'LVZHTQ7VEHR8', '0',
'SHUW0DY6RTFN', 'D',
'WFVT3F5OL2ZS', '0',
'FEPU8JT8NWOQ', '0',
'S9KGBGF8V3WS', '0',
'VZAEFAUJ6A6D', 'D',
'T1P5SVA1E46H', 'D',
'B9X5L6Q2SN6R', '0',
'52RM2ZTGY99P', 'D',
'PI9WZXR25G49', '0',
'5DNTNBI5RJGO', '0',
'ZU3M0WYZ903E', '0',
'WWLQ275G5JUU', '0',
'EW8NAKZFZ9Y0', '0',
'YOT0OQS5K4V9', '0',
'KTVRQCZX1RC2', '0',
'54SUH2Z5RBG3', '0',
'JBAZEE8EZUWF', '0',
'06B6WBN2O0OB', '0',
'LVJ9WA6HKERF', '0',
'OIZLA08TJYDL', '0',
'M09P1YYYFTVN', 'D',
'BRL1P7YZ2H6P', 'D',
'7YZRZFWP9WOZ', '0',
'IMPMNBA6ZON1', 'D',
'UMXINDEY9ZAO', 'D',
'EXQXOQCG3HCT', '0',
'S9SPFKHN0K84', 'D',
'64EFNJOY74NK', '0',
'ALY2ESV5H0U2', 'D',
'I1GWJ5HNUYYU', '0',
'BNVKINTYR9R8', 'D',
'B7L22T4MV4GW', 'D',
'FQ886DSIUOR9', 'D',
'5RULOD264AVC', '0',
'EIBK2XSM4NMW', '0',
'FPT2P1IMGJ3U', 'D',
'4KVL2SBBVG1Y', 'D',
'6S1G2CL93BA8', '0',
'LCW6FMTCFFA0', 'D',
'WCQ4RK5LTQPD', '0',
'QIBIIGUWDSDP', 'D',
'L8P0JW25A8UZ', 'D',
'2BYLI3UJRWO4', 'B',
'CCRQQLEI54FW', '0',
'JAQSEHBGIWUS', 'D',
'SP5PYQMUHIP0', '0',
'73UG97AJ3IYK', 'B',
'VMYW9RKSBEQZ', 'D',
'FULA0EAVL14Y', 'D',
'9YXRAP71Y4DT', 'D',
'I6N2JXK87MKI', 'D',
'OM0T7THIJ2II', '0',
'29PCDI9AYVPT', '0',
'WKR54YIQ6NVL', 'C',
'GMHNEGNUEZP5', 'D',
'BUXJNCXNYA3F', '0',
'9AVOOSHR7XPT', '0',
'HDUXX7CQGAN7', '0',
'AZOV5Y1KD2VI', '0',
'YAP768KT8OSD', '0',
'S2AVO9X8ZQQW', 'D',
'ILTT6OGU742M', 'D',
'OZBVHVZPRC9F', '0',
'YBB9ZMGTK7IO', '0',
'2K203FJ4FTG2', 'D',
'SEEJF9RCY1FH', '0',
'79UPVPUOW4KM', '0',
'URFMDUABRABW', 'D',
'KLUD4XQ58S8O', '0',
'SI1RXGMTFGDC', 'D',
'6NEFPMRG5ID1', '0',
'AOLEOB0WMUS1', '0',
'63C9BG1KHQFV', '0',
'KCZ5MWF7IUCM', '0',
'0BYMB84F126Z', '0',
'KORDNPYC2FTX', '0',
'FH7MS18IZBWK', '0',
'P9J0LNV3C6W3', '0',
'SO06VTPHCRYK', 'D',
'VUZGOC76HWY4', '0',
'USVYX4XACDT9', '0',
'L8WEXGP0TQ29', '0',
'1MU0OA9Z2O2H', '0',
'BONRYAX6Q1TW', 'D',
'WDZQJICC1XQG', 'D',
'M1IRDZTOUBX7', '0',
'ACVUT4WAN1LM', '0',
'5CW1TKNGVFVX', 'D',
'DZIJXY93RUXF', 'D',
'LCUQ6X105PQX', 'D',
'S2RD2VYLWS9K', '0',
'WUK0BVTZTZ4S', 'D',
'3UQ2AX2U1PIN', '0',
'TXIXU2M1AW2A', '0',
'T03F9QTBPBYF', '0',
'6COD48M87VOI', '0',
'J67QMYKEF2FO', '0',
'VJUOTUUG3KXR', '0',
'05CXDOO4EQQE', 'D',
'4XNS2TYIDC7H', '0',
'YSGG62P6VLRH', 'D',
'PJU1BAZJDE2H', 'D',
'TKEGMFH16BAO', '0',
'AHSJ7UGHQ0VM', 'D',
'1EA1YC9HNWHW', '0',
'3PC5XU176J1D', '0',
'NI01KBQZQOGG', '0',
'DKR6UYPEDP5I', 'D',
'97C7R97E36XW', 'C',
'EPU2QZQM89V7', '0',
'E30UR375B8NC', 'C',
'N3M1AANDEIOR', '0',
'82SHJQAK3VKJ', 'D',
'DD51CN1OJJ35', 'D',
'N16M10TUOTAH', 'D',
'63RN4VMFX351', '0',
'VIUVK6WIFWYO', '0',
'FNTGN1MLDX41', 'D',
'F023VKC5QNGP', 'D',
'6KCPBT3HOUBB', '0',
'AMAPR2BFYMYZ', '0',
'S4I2KR1DESFL', '0',
'61UTE3JCU2NG', 'D',
'LAVK2LJV7HQ0', '0',
'45PFR2VBC7TH', 'D',
'5OZ6OWTU1IV4', '0',
'5U6SW8C1SBA0', 'D',
'XYG3PQWFLZ3U', 'D',
'YX3ZBIJ0CGC4', 'D',
'4TJ4BVL7JIX6', '0',
'QWZ5L24QAEZ5', '0',
'LV4ZNDC8P552', '0',
'VZXE5P7ZF6TR', '0',
'SQ6XQ40KWPNG', '0',
'851IFDEV3B6H', '0',
'L229QX3B9EM1', 'D',
'11PPUVZN3MTK', 'D',
'HEEBFAK8FSJK', '0',
'LO59NUNED9P8', 'D',
'T5YS91AVL0A9', '0',
'B6HXPVF82NPE', 'D',
'L2VE2ZUZPIF8', '0',
'3QW35MQ47JTL', '0',
'SE3BC08C88DF', '0',
'7YE4OCKDJJZ4', '0',
'CJ40NVXEYS51', '0',
'3D72KOJBFQFF', '0',
'ZHEA0096VVZB', 'D',
'S86HIB87C41D', '0',
'3YIGFRXM8ZLZ', 'D',
'NLIBVGTEOCHI', '0',
'OQRLRN1LHBRM', 'D',
'JC8VUQ6M8G77', 'D',
'CLN4IPCWYGAG', '0',
'1CLQJTMCK7G6', '0',
'QUH1A1FFFTSP', '0',
'FE5GGFLJQTLA', 'D',
'ZZFSVD82T7HL', '0',
'LM0L516O2CMS', '0',
'DREESVGLHYN9', 'D',
'POLDQ51H2SCM', 'D',
'6GNX9SDS0VN3', '0',
'LUVYCZ2GIJBM', 'D',
'Z67493PKCH6K', '0',
'Y42RZKUXKA48', 'D',
'278L7VWTTZDF', '0',
'IR4QKECZMEYL', 'D',
'5XBB0WIWZ0IC', '0',
'U4R7VVB8A2G1', '0',
'EGQWM2B3RARR', 'D',
'8E1R9OCKIR2Q', '0',
'XI9CQJF37DVI', '0',
'7JXGPOUGM82D', 'D',
'PH1GT14651VG', 'D',
'1SWEG2R0F9IU', '0',
'T88T1B6J1R4N', '0',
'KBAQHRJR3HLB', 'D',
'5UL5ODQWQFWZ', '0',
'WRFRQDGGYBUP', 'D',
'UULAZVBTYYK9', '0',
'JIQOZ3WWMJH6', 'D',
'XXGEYGWH3DKP', 'C',
'EFZDHQY8Y070', 'D',
'37WEFUBQIOSI', 'D',
'V7V62QPF2JHP', 'D',
'79O774Z83CCZ', '0',
'52XC296PDS41', 'D',
'QQ7JI8FIC4US', 'D',
'0P4MDKVPT71I', 'D',
'422RGLL6F63C', 'D',
'JM26O2EW6BXP', 'D',
'B11CWRR60E1M', '0',
'AW85WCZ9XBV9', 'D',
'T3ZRI6IZJPHP', '0',
'CNE1HZBAYI69', 'D',
'NCOZRFS697FG', 'D',
'R4V4S6K26QI5', 'D',
'FYJIDGHD36A9', '0',
'HQ45OE2QWKGM', '0',
'CKS1GP04W5EL', 'D',
'6UQ83QW82RLO', '0',
'V9QMLCZN9MHB', '0',
'MMK6U2P4372Y', '0',
'ZSZVRJOFPTL9', 'D',
'CC4H8KKZT3HX', '0',
'RIV6V4PAN21C', 'B',
'EXEAQVKYG952', '0',
'9EM2UXC30AVT', 'D',
'LCW4R0IYUQXD', '0',
'5VIB06ACD0SS', 'D',
'Q3O6WWHCK1NC', '0',
'RXUJYES5SFCM', '0',
'YVY2262ITOZX', '0',
'U8YMDS38948Z', '0',
'8CNBAUMHM4GB', '0',
'9BNAA78J3IB0', 'B',
'8T2RXGLN36PK', '0',
'4B4VKMLK401B', '0',
'RQBITC47JYMF', '0',
'PP36QAAQ93IO', 'D',
'A0MJLJB41OFL', 'D',
'ODC1028JY604', 'D',
'P4TLEQMQ7C0Q', '0',
'F0N0XNH8X9PL', '0',
'634K9HJLBGWN', '0',
'JDDLK3TWVM8H', '0',
'AI72A2HJM9C0', 'D',
'535EN1H2AV9J', '0',
'KA0VUQ9IUT4K', 'D',
'DG213JQ6EIZN', '0',
'SAF0L4UK3F8H', '0',
'ZPMZV2VZF93K', '0',
'IKHM1KNI3RLP', 'D',
'RGU88W5PZLF5', '0',
'RQ9X93FMKMBY', '0',
'V8Z4EUTBQHV3', 'D',
'QMF9CT15N8G8', 'D',
'21ET362CGMI1', 'D',
'MAA2CCGEVK7T', 'D',
'AGOL5B6P0RJO', '0',
'B1R5CH1DJFDV', '0',
'6WSNQNPQBJ2J', '0',
'V8TXBKO4KSO0', 'D',
'H75CEPF09HJJ', '0',
'H0V6NBRJ2JYL', '0',
'FTLPFD9U3X0L', '0',
'AUNLJ1P1BNCL', '0',
'B2H7XWGOB4YC', '0',
'UK3P5J9S71JG', '0',
'3RAEVYTBDAXZ', '0',
'Z0HGT04XMWIM', '0',
'KL2CPCV0UE7U', '0',
'MUUPRQ8U77YX', '0',
'9X0AXDCP1V87', '0',
'JV77YRWQHQWL', '0',
'SWUU2SEEPP30', '0',
'PSJAMIHE1E88', '0',
'JR2Q28UV8CBX', 'D',
'RGWNK1VDAXC5', '0',
'K2U8GZUL6OPZ', '0',
'9UY7NJ5ZW9PK', 'D',
'43GY0XNUV6NA', 'D',
'A7K5NUKVH3TU', '0',
'RR4QZB6HL331', 'D',
'6Q4M442LYG3Z', 'D',
'X15JUIJJEDLI', 'D',
'PLUYXA81UP19', 'D',
'QI8RDKYHGCLI', '0',
'PW58H9ZVXGMI', '0',
'7BK5S6EQ08MG', 'D',
'NTGWGP4HFR9D', 'D',
'YUSDCX09V1RW', 'D',
'GY6U6RUG1CF1', 'D',
'R2H7YQALGB7Y', 'D',
'LE5ILQ6HPJLI', '0',
'8UBM5RTVR2D5', 'D',
'D6IMRTRSTO7N', 'D',
'XB2H5K8HHL1A', 'D',
'Q3QBC975KYPL', 'D',
'XKJUWPXWSIHO', '0',
'6715QBNX25ZI', 'D',
'ZAB36ASA6GUG', '0',
'SWZYPJOJQ3E7', 'D',
'O860LF1QZ486', 'D',
'WS8CNLUIPTTD', '0',
'5WMM0PVAUJR9', '0',
'FZL7MK05UDZI', '0',
'Q1ZF75ZEBGBM', '0',
'ZOXMZ2YXZHPR', 'D',
'K6QORY64C9DL', 'D',
'RYWSA5689NIE', 'D',
'7URDL75OWK4E', 'D',
'B8YTISIIDNKM', 'D',
'S2HD055QSX28', '0',
'XZ1SOBUH3LV6', 'D',
'AWAXKYMIFPYQ', 'D',
'3AU7DFBSCQID', '0',
'M3KIO9HLN1GW', '0',
'LTWRFR447ISF', 'D',
'E2NCT1MIIFRZ', '0',
'QF6R4KFR05EM', '0',
'DUGRN82KG0N5', 'D',
'PJ6ZK0YPPSD8', '0',
'EZWDU9SC3GC4', 'D',
'RPG03GE05YPL', '0',
'ZTWSZO682H5A', 'D',
'KNLG4CP7RXQZ', 'D',
'36J8HJ3R1QBB', '0',
'5FSM76SJ6KAM', 'D',
'JPMB93C3ZW1W', 'D',
'4E1FV8BGD9KP', 'D',
'VVUNVKHBUTBG', 'D',
'UYHH53RPUDOP', 'D',
'OEUL794CBAGZ', 'D',
'QJ17S21XB0DA', '0',
'8OLBXS7P53P7', '0',
'CDB3X8W63SCE', '0',
'YBDZBZCQDKOY', 'D',
'3BBDCXOUJ1Q3', 'D',
'8G89BO0EJ10I', 'D',
'6MUQ1V19JQZV', 'D',
'07YXR9A6Z896', '0',
'IP9IA1EQTEY3', 'D',
'NUI8THVUNY2E', '0',
'DOUG8DROLG27', 'D',
'UW06T12KVH9X', 'D',
'WSO0UQ6NKJVV', 'D',
'DFGL3BYBYMQ7', 'D',
'F9HKH90KR1S1', 'D',
'CJFFS4ZTYLQI', '0',
'6HBWRTOWCV3K', '0',
'B3W8M1514YOQ', '0',
'GWXT6AKGPNUR', 'D',
'FKPZH0DAUJ0K', 'B',
'TT6YB4RWE5X1', 'B',
'VGEQWDDO677O', 'D',
'3CR8IDT9Y5JQ', 'D',
'4CUU36JN0JWZ', '0',
'92I0VY8A6394', 'D',
'CWZ0CM29S4K8', '0',
'E1A0JNIL4E7F', 'D',
'H223RUFM9TE7', 'C',
'AVH3NFKD0DPE', '0',
'JJCWLCZ08YG1', '0',
'O5SEXLCXSTRD', '0',
'POSAOOSQMNI3', '0',
'9CXK5JQQA8WB', '0',
'U8LW0FETT9X5', 'B',
'U42VREW27WC9', 'D',
'LLXU3V951VNL', '0',
'62ONSQXGFFCU', '0',
'1U0ZFNOQO78A', '0',
'HFL1QUL0O7KG', 'D',
'9M55CLC24KWR', 'D',
'O8RXQB45RL9Z', '0',
'X3VQKSWJG7ZJ', 'D',
'MRAKVI789EJL', 'D',
'WB401D8IALHG', '0',
'6WXHCZUF7A8U', '0',
'W6HWYQSIE7O1', '0',
'5C9J62GBEHGZ', '0',
'G4M3VAQL9ONZ', '0',
'1UDZY6ZF0S1A', '0',
'NE02LFOQ7L9P', '0',
'VFHOSGNP0UVZ', '0',
'6I2IFDPTUWNF', 'B',
'QOAZNL7EPSQB', 'C',
'TWT9NCB1S28A', '0',
'ZDRV4WILX1FI', 'D',
'2QRPOPJBG1EY', '0',
'JYJN0YIFGUX3', '0',
'F45JK3ARCQ8O', 'D',
'NKK20VGBVA2Z', 'D',
'8QDO0B159XRJ', '0',
'NOTGWKCY6Z9X', 'D',
'TC2Y0R4LCWD6', '0',
'NGC13Z9BGQO5', '0',
'Z7F50YSCB480', '0',
'EBLDIFLD4DSB', 'D',
'Y26AFJZMH3L2', '0',
'K0VYGBHKOARO', '0',
'8WAT7V99R45J', 'D',
'DGTLM52RRA1J', 'D',
'CQNSCQR2SOL5', '0',
'IAVHPQFBMUKR', 'D',
'0H14ATCECU89', 'D',
'1GWXLU0QPSZJ', 'D',
'7MS3Q25B0XTW', '0',
'1DYN2VQ2YTBG', '0',
'7IWKAPZH8297', '0',
'865UE2Y50PPA', '0',
'ISP0YX6HNCUO', '0',
'6EGH52SR2ZEM', '0',
'C77JXKR4EWDD', '0',
'TY7YWLPPZ0B1', 'D',
'AH3JBX7GKOS4', 'D',
'JTCX5SPV867X', 'D',
'0960W3KO3TNX', 'D',
'HCMV35JDJ6MM', '0',
'FP7YHMGR7VRL', '0',
'8LSORPQLUYAM', 'D',
'46B2P6W6BY3B', '0',
'495M8020R5YA', '0',
